Title,CiteScore
Aerospace medicine and human performance,0.72
Journal of Small Business Strategy,0.72
Public Relations Inquiry,0.72
Arts Education Policy Review,0.72
Journal of Strategy and Management,0.72
Balkan Journal of Geometry and its Applications,0.71
Russian Journal of Inorganic Chemistry,0.71
Computer Music Journal,0.71
"Acta Universitatis Carolinae, Geographica",0.71
"Applicable Algebra in Engineering, Communications and Computing",0.71
Engineering Economist,0.71
Religion,0.71
Finance a Uver - Czech Journal of Economics and Finance,0.71
Polar Record,0.71
Breast Disease,0.71
Yantu Gongcheng Xuebao/Chinese Journal of Geotechnical Engineering,0.71
"European Urology, Supplements",0.71
Macroeconomic Dynamics,0.71
Italian Journal of Food Science,0.71
Zhongguo Jiguang/Chinese Journal of Lasers,0.71
Journal of Algebra,0.71
Human Studies,0.71
Journal of Financial Research,0.71
Annales de l'Institut Fourier,0.71
Mechanics of Composite Materials,0.71
Russian Journal of Numerical Analysis and Mathematical Modelling,0.71
International Journal for Engineering Modelling,0.71
Journal of Agricultural and Urban Entomology,0.71
Emotional and Behavioural Difficulties,0.71
Tropical Zoology,0.71
Geologie en Mijnbouw/Netherlands Journal of Geosciences,0.71
Indian Journal of Engineering and Materials Sciences,0.71
Behavioral Interventions,0.71
"Proceedings of the IEEE International Conference on Engineering of Complex Computer Systems, ICECCS",0.71
Literacy,0.71
Clinical Case Studies,0.71
Journal of the International Phonetic Association,0.71
Malaysian Journal of Medical Sciences,0.71
International Economics and Economic Policy,0.71
Business Economics,0.71
Slavic Review,0.71
International Journal of Work Organisation and Emotion,0.71
Women and Criminal Justice,0.71
Australian Journal of Linguistics,0.71
Swiss Political Science Review,0.71
"Food, Culture and Society",0.71
International Journal of Human Rights,0.71
International Journal of Innovation and Sustainable Development,0.71
"Amino Acids, Peptides and Proteins",0.71
Business and Society Review,0.71
Crime Prevention and Community Safety,0.71
Information Development,0.71
Proceedings of the Institution of Civil Engineers: Ground Improvement,0.71
IFLA Journal,0.71
Proceedings of the Aristotelean Society,0.71
Advances in Physical Chemistry,0.71
Journal of Plant Registrations,0.71
KSII Transactions on Internet and Information Systems,0.71
International Journal of Innovative Computing and Applications,0.71
Artificial Satellites,0.71
Research in gerontological nursing,0.71
Journal of Intercultural Communication Research,0.71
Journal of Human Rights Practice,0.71
Panoeconomicus,0.71
Indian Journal of Medical and Paediatric Oncology,0.71
Motriz. Revista de Educacao Fisica,0.71
Marine Biodiversity Records,0.71
Spanish Review of Financial Economics,0.71
Ars Mathematica Contemporanea,0.71
Journal of Taibah University Medical Sciences,0.71
Forest Science and Technology,0.71
Mechanics and Industry,0.71
Botanical Sciences,0.71
Coaching,0.71
Journal of Engineering and Technological Sciences,0.71
Acarina,0.71
Eurasian Mining,0.71
IDCases,0.71
Polish Journal of Management Studies,0.71
European Urology Focus,0.71
Spanish Journal of Paleontology,0.71
Biomedical Physics and Engineering Express,0.71
"Endocrinologia, Diabetes y Nutricion",0.71
Journal of Gynecology Obstetrics and Human Reproduction,0.71
Lecture Notes in Geoinformation and Cartography,0.71
Journal of Micro and Nano-Manufacturing,0.71
Bollettino di Geofisica Teorica ed Applicata,0.71
Nagoya Mathematical Journal,0.7
Ramanujan Journal,0.7
Australian Journal of Advanced Nursing,0.7
Folia Medica Cracoviensia,0.7
Geograficky Casopis,0.7
Ghana Medical Journal,0.7
Journal of Cognitive Psychotherapy: An International Quarterly,0.7
International Review of Sociology,0.7
IEEE Industry Applications Magazine,0.7
Defence Science Journal,0.7
International Journal of Risk and Safety in Medicine,0.7
Southern California Law Review,0.7
Economic Record,0.7
Current Science,0.7
Progress in Palliative Care,0.7
Web Ecology,0.7
Journal of Theoretical Probability,0.7
Advances in Geometry,0.7
Sao Paulo Medical Journal,0.7
African Entomology,0.7
Water Science and Technology: Water Supply,0.7
Special Care in Dentistry,0.7
Journal of Economics/ Zeitschrift fur Nationalokonomie,0.7
Journal of Northwest Atlantic Fishery Science,0.7
Revista Espanola de Enfermedades Digestivas,0.7
Ship Technology Research,0.7
Alcoholism Treatment Quarterly,0.7
Journal of Anthropological Research,0.7
Historical Journal,0.7
Technical Physics,0.7
Mathematika,0.7
Mathematical Proceedings of the Cambridge Philosophical Society,0.7
Concepts in Magnetic Resonance Part B: Magnetic Resonance Engineering,0.7
Theoretical Linguistics,0.7
International Journal of Tropical Insect Science,0.7
Discrete Mathematics and Theoretical Computer Science,0.7
Ekoloji,0.7
Zhongguo Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of China University of Petroleum (Edition of Natural Science),0.7
Women's Health,0.7
Planta Daninha,0.7
International Journal of Internet Marketing and Advertising,0.7
International Journal on Artificial Intelligence Tools,0.7
Pattern Recognition and Image Analysis,0.7
Current Pharmaceutical Analysis,0.7
Chungara,0.7
Journal of Essential Oil-Bearing Plants,0.7
Plankton and Benthos Research,0.7
Cambridge Review of International Affairs,0.7
Written Language and Literacy,0.7
Pacific Philosophical Quarterly,0.7
Journal of Police and Criminal Psychology,0.7
Basic Income Studies,0.7
Proceedings of the Institution of Civil Engineers: Engineering Sustainability,0.7
Kritika,0.7
Carpathian Journal of Earth and Environmental Sciences,0.7
School Leadership and Management,0.7
Journal of Music Theory,0.7
Radiological Physics and Technology,0.7
Jilin Daxue Xuebao (Diqiu Kexue Ban)/Journal of Jilin University (Earth Science Edition),0.7
Healthcare Policy,0.7
Journal of the Optical Society of Korea,0.7
Algebraic and Geometric Topology,0.7
Cardiac Electrophysiology Clinics,0.7
Journal of the Saudi Heart Association,0.7
Journal of Orthoptera Research,0.7
European Law Review,0.7
Anthropological Review,0.7
Journal of Chiropractic Humanities,0.7
Mammalian Species,0.7
"Interdisciplinary sciences, computational life sciences",0.7
Brazilian Journal of Pharmaceutical Sciences,0.7
International Journal of Automation and Control,0.7
Computational Thermal Sciences,0.7
International Journal of Structural Engineering,0.7
Jordan Journal of Mechanical and Industrial Engineering,0.7
Quality Technology and Quantitative Management,0.7
Iranian Journal of Otorhinolaryngology,0.7
Pakistan Journal of Statistics and Operation Research,0.7
Scandinavian Journal of Information Systems,0.7
International Journal of Fluid Machinery and Systems,0.7
Iranian Journal of Science and Technology - Transactions of Civil Engineering,0.7
Indonesian Journal of Chemistry,0.7
International Journal of Law in Context,0.7
Journal of Biophysics,0.7
Comparative Population Studies,0.7
Journal of Fish and Wildlife Management,0.7
"Journal of Advanced Mechanical Design, Systems and Manufacturing",0.7
Acta Limnologica Brasiliensia,0.7
International Journal of Web Information Systems,0.7
Journal of ICT Research and Applications,0.7
Journal of Cultural Heritage Management and Sustainable Development,0.7
Gynecology and Minimally Invasive Therapy,0.7
Journal of Structural Fire Engineering,0.7
Journal of Vibrational Engineering and Technologies,0.7
Open Engineering,0.7
Data in Brief,0.7
Ethnoarchaeology,0.7
Interdisciplinary Journal of Problem-based Learning,0.7
Canadian Urological Association Journal,0.7
Multimedia manual of cardiothoracic surgery : MMCTS / European Association for Cardio-Thoracic Surgery,0.7
"Problems of Atomic Science and Technology, Series Thermonuclear Fusion",0.7
Advanced Electromagnetics,0.7
Advances in Radiation Oncology,0.7
Journal of Computational Finance,0.7
Hospitality and Society,0.7
Applied and Computational Mechanics,0.7
Veterinary Parasitology: Regional Studies and Reports,0.7
Cogent Psychology,0.7
Procedia Manufacturing,0.7
Revista do Instituto Geologico,0.7
BJPsych Bulletin,0.7
Journal of Agricultural & Applied Economics,0.7
Journal of Investigative Dermatology Symposium Proceedings,0.69
Mathematical Research Letters,0.69
Inorganic Materials,0.69
Revista de Gastroenterologia de Mexico,0.69
Theory and Decision,0.69
Studia Mathematica,0.69
International Journal of Modern Physics B,0.69
"International Journal of Engineering, Transactions A: Basics",0.69
Fluid Dynamics,0.69
Spanish Journal of Psychology,0.69
Journal of Humanistic Psychology,0.69
Journal of Clinical Neuromuscular Disease,0.69
Applied Biochemistry and Microbiology,0.69
Brittonia,0.69
Acta Reumatologica Portuguesa,0.69
Veterinarni Medicina,0.69
Gong Cheng Li Xue/Engineering Mechanics,0.69
Monthly Review,0.69
Asian-Pacific Economic Literature,0.69
Progress in Reaction Kinetics and Mechanism,0.69
Actas Espanolas de Psiquiatria,0.69
South African Medical Journal,0.69
Revista Portuguesa de Pneumologia,0.69
Journal of Applied Statistics,0.69
Polimery,0.69
Astronomy Reports,0.69
Middle East Policy,0.69
Laboratory Medicine,0.69
Proceedings of the Institution of Civil Engineers: Structures and Buildings,0.69
Journal of the Canadian Dental Association,0.69
Mitteilungen aus dem Museum fur Naturkunde in Berlin - Deutsche Entomologische Zeitschrift,0.69
Pigment and Resin Technology,0.69
Marine Technology Society Journal,0.69
Tappi Journal,0.69
Geographical Review,0.69
Waterbirds,0.69
Wood Research,0.69
Izvestiya - Atmospheric and Oceanic Physics,0.69
"Transactions of the Institutions of Mining and Metallurgy, Section C: Mineral Processing and Extractive Metallurgy",0.69
Bulletin of the New Zealand Society for Earthquake Engineering,0.69
Proceedings - SPE Annual Technical Conference and Exhibition,0.69
Proceedings of the IEEE Southwest Symposium on Image Analysis and Interpretation,0.69
Infrared and Laser Engineering,0.69
International Journal of Innovation and Learning,0.69
Mathematical Modelling and Analysis,0.69
Journal of Academic Ethics,0.69
Journal of Promotion Management,0.69
Tropical Biomedicine,0.69
Acta Ichthyologica et Piscatoria,0.69
International Journal of Prisoner Health,0.69
Morphology,0.69
Journal of Pidgin and Creole Languages,0.69
The American Journal of Family Therapy,0.69
Politikon,0.69
International Studies in Sociology of Education,0.69
Migraciones,0.69
Family Matters,0.69
Iberica,0.69
Journal of Cognition and Culture,0.69
Bulletin of the Malaysian Mathematical Sciences Society,0.69
RELIEVE - Revista Electronica de Investigacion y Evaluacion Educativa,0.69
Turkish Journal of Fisheries and Aquatic Sciences,0.69
Journal of Web Librarianship,0.69
International Review of Mechanical Engineering,0.69
Turkish Journal of Field Crops,0.69
Case Reports in Oncology,0.69
"Journal of Microwaves, Optoelectronics and Electromagnetic Applications",0.69
Journal of Electrical and Computer Engineering,0.69
Numerical Mathematics,0.69
International Journal of Engineering Business Management,0.69
Human-Wildlife Interactions,0.69
Journal of Ovonic Research,0.69
International Journal of Information System Modeling and Design,0.69
Journal of Applied Pharmaceutical Science,0.69
International Journal of Innovation Science,0.69
Scalable Computing,0.69
English Text Construction,0.69
Spanish Journal of Soil Science,0.69
Recent advances in DNA & gene sequences,0.69
Nonlinear Engineering,0.69
Educational and Developmental Psychologist,0.69
Smart Science,0.69
Journal of the Mathematical Society of Japan,0.68
Bulletin of Symbolic Logic,0.68
HortTechnology,0.68
Canadian Journal of Statistics,0.68
Forschung im Ingenieurwesen/Engineering Research,0.68
Clinica Terapeutica,0.68
Annee Psychologique,0.68
Forum Qualitative Sozialforschung,0.68
Journal of Pediatric Orthopaedics Part B,0.68
International Journal of Adolescent Medicine and Health,0.68
European Journal of Psychiatry,0.68
Probability in the Engineering and Informational Sciences,0.68
Fibres and Textiles in Eastern Europe,0.68
"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",0.68
Acta Virologica,0.68
Bulletin of the American Ceramic Society,0.68
Fish Pathology,0.68
Journal of Applied Animal Research,0.68
Journal of Convex Analysis,0.68
Lithology and Mineral Resources,0.68
Romanian Journal of Internal Medicine,0.68
Northwestern University Law Review,0.68
Social History of Medicine,0.68
Indagationes Mathematicae,0.68
Zoosystema,0.68
Zeitschrift fur Naturforschung - Section B Journal of Chemical Sciences,0.68
Quaternaire,0.68
Radiophysics and Quantum Electronics,0.68
Ocean Development and International Law,0.68
Intervention in School and Clinic,0.68
American Annals of the Deaf,0.68
